Lietas ID (caseID),Tiesas ID (courtID),Tiesa,Dzimšanas datums,Ienākšanas kārtība,Ienākšanas datums,Izskatīšanas datums,Būtība,Prasījuma apmērs,atb_fiz,atb_jur,pras_fiz,pras_jur,Nozīmētās sēdes,Notikušās sēdes,naudaS_sods,dzivo_arzemes,atbr_no_nodevas
1916378,29,Rīgas rajona tiesa,101277,Pirmo reizi,7/6/2016,3/24/2017,maza apmēra prasība par naudas piedziņu,575.25,1,0,0,1,0,0,0,0,0
1916379,23,Jelgavas tiesa,080764,Pirmo reizi,7/5/2016,6/13/2017,maza apmēra prasība par naudas piedziņu,64.14,1,0,0,1,0,0,0,0,0
1916380,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260463,Pirmo reizi,7/6/2016,9/27/2017,maza apmēra prasībā par naudas piedziņu,736.80,1,0,0,1,6,1,0,0,0
1916388,23,Jelgavas tiesa,030872,Pirmo reizi,7/5/2016,2/14/2017,maza apmēra prasība par naudas piedziņu,292.61,1,0,0,1,0,0,0,0,0
1916392,23,Jelgavas tiesa,030872,Pirmo reizi,7/5/2016,3/16/2017,maza apmēra prasība par naudas piedziņu,237.56,1,0,0,1,0,0,0,0,0
1916398,28,Rēzeknes tiesa,230471,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/1/2016,2/14/2017,maza apmēra prasība par naudas piedziņu,1100.09,1,0,0,1,0,0,0,0,0
1916404,27,Liepājas tiesa,241260,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/1/2016,5/9/2017,maza apmēra prasība par naudas piedziņu,1274.93,1,0,0,1,3,0,1,0,0
1916405,22,Daugavpils tiesa,311070,Pirmo reizi,7/6/2016,2/13/2017,maza apmēra prasībā par naudas piedziņu,491.71,1,0,0,1,0,0,0,0,0
1916407,40,Valkas rajona tiesa,060159,Pirmo reizi,7/6/2016,2/1/2017,maza apmēra prasība par naudas piedziņu,252.00,1,0,0,1,0,0,0,0,0
1916408,4,Bauskas rajona tiesa,270157,Pirmo reizi,7/5/2016,3/16/2017,zaudējumu piedziņa,5250.00,1,0,0,1,2,1,0,0,0
1916417,23,Jelgavas tiesa,041170,Pirmo reizi,7/5/2016,3/2/2017,maza apmēra prasība par naudas piedziņu,237.80,1,0,0,1,0,0,0,0,0
1916422,23,Jelgavas tiesa,080764,Pirmo reizi,7/5/2016,5/24/2017,maza apmēra prasība par naudas piedziņu,419.50,1,0,0,1,0,0,0,0,0
1916425,4,Bauskas rajona tiesa,270157,Pirmo reizi,7/6/2016,3/28/2017,zaudējumu piedziņa,2138.00,1,0,0,1,4,3,0,0,0
1916427,23,Jelgavas tiesa,080764,Pirmo reizi,7/5/2016,6/7/2017,maza apmēra prasība par naudas piedziņu,156.57,1,0,0,1,0,0,0,0,0
1916428,29,Rīgas rajona tiesa,300962,Pirmo reizi,7/6/2016,2/1/2017,zaudējuma atlīdzība,5000.00,1,0,1,0,1,0,0,0,0
1916428,37,Saldus rajona tiesa,121068,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/8/2017,12/11/2017,zaudējuma atlīdzība,5000.00,1,0,1,0,5,1,0,0,0
1916431,23,Jelgavas tiesa,090978,Pirmo reizi,7/5/2016,2/2/2017,maza apmēra prasība par naudas piedziņu,60.95,1,0,0,1,0,0,0,0,0
1916433,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/6/2016,3/30/2017,"maza apmēra prasībā par naudas piedziņu , prasības nodrošinājums",1381.03,1,0,0,1,0,0,0,0,0
1916435,29,Rīgas rajona tiesa,040366,Pirmo reizi,7/6/2016,3/1/2017,maza apmēra prasība par naudas piedziņu,844.63,1,0,0,1,0,0,0,0,0
1916439,28,Rēzeknes tiesa,100871,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/17/2016,2/28/2017,maza apmēra prasībā par naudas piedziņu,611.30,1,0,0,1,0,0,0,0,0
1916446,23,Jelgavas tiesa,090978,Pirmo reizi,7/5/2016,1/5/2017,maza apmēra prasība par naudas piedziņu,108.50,1,0,0,1,0,0,0,0,0
1916451,28,Rēzeknes tiesa,230471,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),12/5/2016,3/27/2017,maza apmēra prasība par naudas piedziņu,252.00,1,0,0,1,0,0,0,0,0
1916453,23,Jelgavas tiesa,030872,Pirmo reizi,7/5/2016,2/7/2017,maza apmēra prasība par naudas piedziņu,257.61,1,0,0,1,0,1,0,0,0
1916456,23,Jelgavas tiesa,090978,Pirmo reizi,7/5/2016,1/5/2017,maza apmēra prasība par naudas piedziņu,256.47,1,0,0,1,0,0,0,0,0
1916459,23,Jelgavas tiesa,090978,Pirmo reizi,7/5/2016,4/11/2017,maza apmēra prasība par naudas piedziņu,192.94,1,0,0,1,1,0,0,0,0
1916468,2,Alūksnes rajona tiesa,290167,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/21/2016,9/18/2017,maza apmēra prasībā par naudas piedziņu,1936.00,0,1,0,1,6,1,2,0,0
1916473,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,270676,Pirmo reizi,7/6/2016,2/10/2017,par apdrošināšanas atlīdzības piedziņu,17574.29,0,1,1,0,2,1,0,0,0
1916475,23,Jelgavas tiesa,080764,Pirmo reizi,7/5/2016,6/7/2017,maza apmēra prasība par naudas piedziņu,152.51,1,0,0,1,0,0,0,0,0
1916476,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/6/2016,2/3/2017,maza apmēra prasībā par naudas piedziņu,907.82,1,0,0,1,0,0,0,0,0
1916476,22,Daugavpils tiesa,240969,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),2/10/2017,3/15/2017,maza apmēra prasībā par naudas piedziņu,907.82,1,0,0,1,1,0,0,0,0
1916484,34,Rīgas pilsētas Ziemeļu rajona tiesa,280377,Pirmo reizi,7/6/2016,4/3/2017,maza apmēra prasība par naudas piedziņu,830.44,1,0,0,1,0,0,0,0,0
1916488,29,Rīgas rajona tiesa,300962,Pirmo reizi,7/6/2016,6/29/2017,zaudējumu piedziņa,445139.46,2,0,0,1,6,1,0,0,0
1916489,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,240459,Pirmo reizi,7/6/2016,12/13/2017,par zaudējumu piedziņu,35830.00,1,0,0,1,4,1,0,0,0
1916491,23,Jelgavas tiesa,030872,Pirmo reizi,7/5/2016,3/1/2017,maza apmēra prasība par naudas piedziņu,199.73,1,0,0,1,0,0,0,0,0
1916494,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,271273,Pirmo reizi,7/6/2016,2/15/2017,maza apmēra prasība par naudas piedziņu,501.81,1,0,0,1,0,0,0,0,0
1916495,23,Jelgavas tiesa,080764,Pirmo reizi,7/5/2016,4/19/2017,maza apmēra prasība par naudas piedziņu,254.98,1,0,0,1,0,0,0,0,0
1916497,23,Jelgavas tiesa,080764,Pirmo reizi,7/5/2016,5/25/2017,maza apmēra prasība par naudas piedziņu,192.54,1,0,0,1,0,0,0,0,0
1916500,10,Kuldīgas rajona tiesa,100370,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/17/2016,2/24/2017,maza apmēra prasība par naudas piedziņu,2331.31,1,0,0,1,0,0,0,0,0
1916501,34,Rīgas pilsētas Ziemeļu rajona tiesa,121264,Pirmo reizi,7/6/2016,1/17/2017,maza apmēra prasība par naudas piedziņu,1844.55,0,1,0,1,0,0,0,0,0
1916502,23,Jelgavas tiesa,080764,Pirmo reizi,7/5/2016,5/31/2017,maza apmēra prasība par naudas piedziņu,144.59,1,0,0,1,0,0,0,0,0
1916508,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,7/6/2016,6/8/2017,maza apmēra prasība par naudas piedziņu,691.74,1,0,0,1,2,0,0,0,0
1916524,279,Rīgas pilsētas Pārdaugavas tiesa,301270,Sakarā ar tiesu apvienošanu,1/31/2017,7/7/2017,"dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda, līgumsoda un likumisko procentu piedziņa",2795.29,1,0,0,1,3,1,0,0,0
1916528,279,Rīgas pilsētas Pārdaugavas tiesa,301270,Sakarā ar tiesu apvienošanu,1/31/2017,7/18/2017,"dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda, līgumsoda un likumisko procentu piedziņa",2345.18,1,0,0,1,3,0,0,0,0
1916529,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,7/6/2016,6/16/2017,naudas piedziņa,3871.67,1,0,0,1,3,1,0,0,0
1916535,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,7/6/2016,6/6/2017,apsaimniekošanas un komunālo maksājumu parāda piedziņa,2409.38,1,0,0,1,3,1,0,0,0
1916649,27,Liepājas tiesa,190177,Pirmo reizi,7/6/2016,1/25/2017,zaudējumu piedziņa,1517.45,1,0,0,1,0,0,0,0,0
1916650,279,Rīgas pilsētas Pārdaugavas tiesa,301270,Sakarā ar tiesu apvienošanu,1/31/2017,2/13/2017,dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda un nokavējuma procentu piedziņa  un prasības nodrošinājums,6832.40,1,0,0,1,1,0,0,0,0
1916655,22,Daugavpils tiesa,030860,Pirmo reizi,7/6/2016,1/18/2017,maza apmēra prasība par naudas piedziņu,427.54,1,0,0,1,0,0,0,0,0
1916673,279,Rīgas pilsētas Pārdaugavas tiesa,301270,Sakarā ar tiesu apvienošanu,1/31/2017,2/6/2017,dzīvojamās mājas uzturēšanas un apsaimniekošanas maksas un saņemto pakalpojumu maksājumu parāda un likumisko procentu piedziņa,3713.84,1,0,0,1,1,0,0,0,0
1916724,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,271273,Pirmo reizi,7/6/2016,3/8/2017,maza apmēra prasībā par naudas piedziņu,304.86,1,0,0,1,0,0,0,0,0
1916727,23,Jelgavas tiesa,030872,Pirmo reizi,7/6/2016,1/25/2017,parāda piedziņa,2219.64,1,0,0,1,1,0,0,0,0
1916732,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,240459,Pirmo reizi,7/6/2016,2/20/2017,maza apmēra prasībā par naudas piedziņu,630.84,1,0,0,1,4,0,0,0,0
1916736,23,Jelgavas tiesa,030872,Pirmo reizi,7/6/2016,3/7/2017,zaudējumu un morālā kaitējuma atlīdzība,1048.85,0,1,1,0,2,1,0,0,1
1916739,29,Rīgas rajona tiesa,300962,Pirmo reizi,7/6/2016,4/4/2017,maza apmēra prasība par naudas piedziņu,312.11,1,0,0,1,0,0,0,0,0
1916743,29,Rīgas rajona tiesa,100762,Pēc piekritības no citas tiesas,9/16/2016,5/10/2017,maza apmēra prasība par naudas piedziņu,306.08,1,0,0,1,0,0,0,0,0
1916768,23,Jelgavas tiesa,080764,Pirmo reizi,7/6/2016,6/5/2017,parāda piedziņa,6948.85,1,0,0,1,2,0,0,0,0
1916784,28,Rēzeknes tiesa,100871,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/17/2016,10/31/2017,maza apmēra prasībā par naudas piedziņu,795.97,1,0,0,1,0,0,0,0,0
1916810,34,Rīgas pilsētas Ziemeļu rajona tiesa,130877,Pirmo reizi,7/7/2016,3/8/2017,"par īres maksas, komunālo maksājumu parāda, likumisko procentu un līgumsoda piedziņu",2953.48,4,0,0,1,2,1,0,0,0
1916857,22,Daugavpils tiesa,311070,Pirmo reizi,7/7/2016,1/23/2017,maza apmēra prasība par naudas piedziņu,970.95,1,0,0,1,0,0,0,0,0
1916862,22,Daugavpils tiesa,311070,Pirmo reizi,7/7/2016,1/23/2017,maza apmēra prasība par naudas piedziņu,1135.78,1,0,0,1,0,0,0,0,0
1916864,1,Aizkraukles rajona tiesa,250466,Pirmo reizi,7/7/2016,6/20/2017,parāda piedziņa,5857.23,1,0,0,1,3,0,0,0,0
1916865,4,Bauskas rajona tiesa,221265,Pirmo reizi,7/7/2016,2/9/2017,maza apmēra prasība par naudas piedziņu,949.00,1,0,0,1,0,0,0,0,0
1916876,28,Rēzeknes tiesa,100871,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/14/2016,3/1/2017,maza apmēra prasība par naudas piedziņu,958.45,1,0,0,1,0,0,0,0,0
1916880,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160463,Pirmo reizi,7/7/2016,3/30/2017,maza apmēra prasībā par naudas piedziņu,944.41,1,0,0,1,0,0,0,0,0
1916887,29,Rīgas rajona tiesa,101277,Pirmo reizi,7/7/2016,3/24/2017,maza apmēra prasība par naudas piedziņu,763.00,1,0,0,1,0,0,0,0,0
1916901,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,160463,Pirmo reizi,7/7/2016,9/14/2017,maza apmēra prasībā par naudas piedziņu,1929.91,1,0,0,1,0,0,0,0,0
1916903,29,Rīgas rajona tiesa,300962,Pirmo reizi,7/7/2016,4/27/2017, par parāda piedziņu,4781.56,1,0,0,1,2,1,0,0,0
1916914,29,Rīgas rajona tiesa,101277,Pirmo reizi,7/7/2016,3/20/2017,maza apmēra prasība par naudas piedziņu,973.03,1,0,0,1,0,0,0,0,0
1916921,29,Rīgas rajona tiesa,290778,Pēc piekritības no citas tiesas,9/16/2016,3/15/2017,maza apmēra prasība par naudas piedziņu,542.99,1,0,0,1,0,0,0,0,0
1916925,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,271273,Pirmo reizi,7/7/2016,10/26/2017,par zaudējuma atlīdzību,5051.00,1,0,0,1,5,1,0,0,0
1916927,29,Rīgas rajona tiesa,101277,Pirmo reizi,7/7/2016,2/21/2017,maza apmēra prasība par naudas piedziņu,968.66,1,0,0,1,0,0,0,0,0
1916934,6,Dobeles rajona tiesa,190570,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/19/2016,2/22/2017,par parāda piedziņu,6327.94,1,0,0,1,1,0,0,0,0
1916935,1,Aizkraukles rajona tiesa,091063,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/28/2016,2/8/2017,maza apmēra prasība par naudas piedziņu,1632.61,2,0,0,1,0,0,0,0,0
1916936,29,Rīgas rajona tiesa,101277,Pirmo reizi,7/7/2016,2/21/2017,maza apmēra prasība par naudas piedziņu,723.39,1,0,0,1,0,0,0,0,0
1916949,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,180678,Pirmo reizi,7/7/2016,4/5/2017,par parāda piedziņu,1902.49,1,0,0,1,1,0,0,0,0
1916959,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,220177,Pirmo reizi,7/7/2016,5/16/2017,maza apmēra prasībā par naudas piedziņu,754.89,1,0,0,1,0,0,0,0,0
1916965,23,Jelgavas tiesa,080764,Pirmo reizi,7/7/2016,5/31/2017,maza apmēra prasība par naudas piedziņu,538.15,1,0,0,1,0,0,0,0,0
1916970,23,Jelgavas tiesa,110570,Pirmo reizi,7/7/2016,1/30/2017,maza apmēra prasība par naudas piedziņu,1145.38,1,0,0,1,0,0,0,0,0
1916977,29,Rīgas rajona tiesa,100762,Pēc piekritības no citas tiesas,9/16/2016,3/29/2017,maza apmēra prasība par naudas piedziņu,353.20,1,0,0,1,0,0,0,0,0
1916978,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,151274,Pirmo reizi,7/7/2016,5/16/2017,par parāda piedziņu,2597.20,1,0,0,1,2,0,0,0,0
1916988,8,Jēkabpils rajona tiesa,280777,Pirmo reizi,7/7/2016,4/27/2017,maza apmēra prasība par naudas piedziņu,789.25,1,0,0,1,0,0,0,0,0
1916989,29,Rīgas rajona tiesa,040366,Pēc piekritības no citas tiesas,9/16/2016,11/29/2017,maza apmēra prasība par naudas piedziņu,614.35,1,0,0,1,0,0,0,0,0
1916996,29,Rīgas rajona tiesa,040366,Pēc piekritības no citas tiesas,9/16/2016,8/1/2017,maza apmēra prasība par naudas piedziņu,1136.54,0,1,0,1,3,1,0,0,0
1917027,34,Rīgas pilsētas Ziemeļu rajona tiesa,260576,Pirmo reizi,7/7/2016,6/5/2017,maza apmēra prasība par naudas piedziņu,1581.17,1,0,0,1,0,0,0,0,0
1917050,27,Liepājas tiesa,120873,Pirmo reizi,7/7/2016,1/19/2017,parāda piedziņa,547.87,1,0,0,1,0,0,0,0,0
1917056,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050967,Pirmo reizi,7/7/2016,10/24/2017,parāda piedziņa,11206.44,2,0,0,1,3,1,0,0,0
1917059,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050967,Pirmo reizi,7/7/2016,10/26/2017,parāda piedziņa,10994.67,3,0,0,1,3,1,0,0,0
1917074,27,Liepājas tiesa,190177,Pirmo reizi,7/7/2016,1/13/2017,parāda piedziņa,4450.72,1,0,0,1,1,0,0,0,0
1917224,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,050856,Pirmo reizi,7/7/2016,4/19/2017,"parāda piedziņa,  prasības nodrošināšana",58259.61,2,0,0,1,1,0,0,0,0
1917292,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,030180,Pirmo reizi,7/7/2016,6/6/2017,"parāda piedziņa,  prasības nodrošināšana",3826.35,0,1,0,1,2,1,0,0,0
1917393,279,Rīgas pilsētas Pārdaugavas tiesa,181271,Sakarā ar tiesu apvienošanu,1/31/2017,2/13/2017,maza apmēra prasība par naudas piedziņu,601.55,1,0,0,1,0,0,0,0,0
1917395,22,Daugavpils tiesa,030860,Pirmo reizi,7/8/2016,1/18/2017,maza apmēra prasība par naudas piedziņu,204.27,1,0,0,1,0,0,0,0,0
1917402,22,Daugavpils tiesa,311070,Pirmo reizi,7/8/2016,2/23/2017,parāda piedziņa,3021.50,1,0,0,1,1,0,0,0,0
1917417,29,Rīgas rajona tiesa,101277,Pirmo reizi,7/8/2016,3/9/2017,maza apmēra prasība par naudas piedziņu,492.59,1,0,0,1,0,0,0,0,0
1917420,29,Rīgas rajona tiesa,101277,Pirmo reizi,7/8/2016,3/20/2017,maza apmēra prasība par naudas piedziņu,310.34,1,0,0,1,0,0,0,0,0
1917422,28,Rēzeknes tiesa,240474,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/2/2016,4/5/2017,maza apmēra prasība par naudas piedziņu,1548.81,3,0,0,1,0,0,0,0,0
1917423,38,Talsu rajona tiesa,240462,Pirmo reizi,7/8/2016,2/27/2017,parāda piedziņa,2940.00,1,0,1,0,2,0,0,0,0
1917430,5,Cēsu rajona tiesa,090763,Pirmo reizi,7/8/2016,1/10/2017,maza apmēra prasība par naudas piedziņu,787.00,1,0,0,1,0,0,0,1,0
1917444,23,Jelgavas tiesa,041170,Pirmo reizi,7/8/2016,4/24/2017,"zaudējumu piedziņa,  prasības nodrošināšana",1357685.05,2,0,0,1,3,0,0,0,0
1917448,4,Bauskas rajona tiesa,221265,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),12/5/2016,10/11/2017,parāda piedziņa,2532.07,1,0,0,1,3,1,0,0,0
1917451,28,Rēzeknes tiesa,240474,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/17/2016,2/28/2017,maza apmēra prasībā par naudas piedziņu,329.39,1,0,0,1,0,0,0,0,0
1917454,4,Bauskas rajona tiesa,221265,Pirmo reizi,7/8/2016,1/31/2017,maza apmēra prasība par naudas piedziņu,159.00,1,0,0,1,0,0,0,0,0
1917458,23,Jelgavas tiesa,080764,Pirmo reizi,7/8/2016,6/27/2017,maza apmēra prasība par naudas piedziņu,63.00,1,0,0,1,0,0,0,0,0
1917458,22,Daugavpils tiesa,110663,Pēc piekritības no citas tiesas,7/20/2017,10/26/2017,maza apmēra prasība par naudas piedziņu,63.00,1,0,0,1,0,0,0,0,0
1917460,279,Rīgas pilsētas Pārdaugavas tiesa,280782,Sakarā ar tiesu apvienošanu,1/31/2017,10/16/2017,maza apmēra prasība par naudas piedziņu,1647.00,1,0,1,0,3,1,0,0,0
1917496,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,290878,Pirmo reizi,7/8/2016,4/12/2017,maza apmēra prasībā par naudas piedziņu     ,1995.91,1,0,0,1,0,0,0,0,0
1917573,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,060678,Pirmo reizi,7/8/2016,6/1/2017, maza apmēra prasībā par naudas piedziņu   ,229.12,1,0,0,1,0,0,0,0,0
1917583,29,Rīgas rajona tiesa,040366,Pēc piekritības no citas tiesas,9/16/2016,7/31/2017,zaudējumu piedziņa,24877.26,0,1,0,2,3,1,0,0,0
1917603,22,Daugavpils tiesa,110663,Pirmo reizi,7/8/2016,5/26/2017,parāda piedziņa,6499.20,0,1,0,1,4,0,0,0,0
1917605,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050160,Pirmo reizi,7/8/2016,9/28/2017,maza apmēra prasība par naudas piedziņu,1978.16,1,0,0,1,3,1,0,0,0
1917607,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050160,Pirmo reizi,7/8/2016,2/23/2017,maza apmēra prasība par naudas piedziņu,486.17,1,0,0,1,0,0,0,0,0
1917610,29,Rīgas rajona tiesa,290771,Pēc piekritības no citas tiesas,9/16/2016,6/15/2017,maza apmēra prasība par naudas piedziņu,933.36,1,0,0,1,0,0,0,0,0
1917611,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050967,Pirmo reizi,7/8/2016,6/14/2017,maza apmēra prasība par naudas piedziņu,1014.00,1,0,0,1,0,0,0,0,0
1917615,29,Rīgas rajona tiesa,290771,Pēc piekritības no citas tiesas,9/16/2016,1/17/2017,maza apmēra prasība par naudas piedziņu,1355.02,1,0,0,1,0,0,0,0,0
1917617,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050160,Pirmo reizi,7/8/2016,2/17/2017,maza apmēra prasība par naudas piedziņu,850.44,1,0,0,1,0,0,0,0,0
1917618,273,Rīgas rajona tiesa Jūrmalas tiesu nams,050967,Pirmo reizi,7/8/2016,6/14/2017,maza apmēra prasība par naudas piedziņu,1577.89,1,0,0,1,0,0,0,0,0
1917622,23,Jelgavas tiesa,030872,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/19/2016,3/15/2017,par parāda piedziņu,2961.30,1,0,0,1,1,0,0,0,0
1917623,273,Rīgas rajona tiesa Jūrmalas tiesu nams,170470,Pirmo reizi,7/8/2016,2/8/2017,parāda piedziņa,3153.74,1,0,0,1,2,1,0,0,0
1917625,273,Rīgas rajona tiesa Jūrmalas tiesu nams,170470,Pirmo reizi,7/8/2016,2/8/2017,parāda piedziņa,2606.27,1,0,0,1,2,1,0,0,0
1917706,28,Rēzeknes tiesa,030573,Pirmo reizi,7/8/2016,2/15/2017,maza apmēra prasība par naudas piedziņu,420.00,1,0,1,0,0,0,0,0,0
1917711,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,060678,Pirmo reizi,7/8/2016,9/7/2017,par parāda piedziņu,8599.89,1,0,1,1,3,1,0,0,0
1917740,27,Liepājas tiesa,280767,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/12/2016,11/27/2017,maza apmēra prasība par naudas piedziņu,520.33,1,0,0,1,3,0,0,0,0
1917951,27,Liepājas tiesa,120873,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/12/2016,1/10/2017,maza apmēra prasība par naudas piedziņu,1466.31,1,0,0,1,0,0,0,0,0
1917997,279,Rīgas pilsētas Pārdaugavas tiesa,171172,Sakarā ar tiesu apvienošanu,1/31/2017,3/28/2017,maza apmēra prasība par naudas piedziņu,909.50,1,0,0,1,0,0,0,0,0
1918003,38,Talsu rajona tiesa,240462,Pirmo reizi,7/11/2016,1/26/2017,maza apmēra prasība par naudas piedziņu,90.50,1,0,0,1,0,0,0,0,0
1918007,38,Talsu rajona tiesa,240462,Pirmo reizi,7/11/2016,2/28/2017,zaudējumu piedziņa,2462.00,1,0,0,1,2,0,0,0,0
1918021,32,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,130374,Pirmo reizi,7/11/2016,3/6/2017,par parāda piedziņu,15799.53,1,0,1,0,1,0,1,0,0
1918037,37,Saldus rajona tiesa,190673,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/2/2016,4/18/2017,maza apmēra prasība par naudas piedziņu,541.16,1,0,0,1,2,1,0,0,0
1918041,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/11/2016,4/27/2017,maza apmēra prasībā par naudas piedziņu,610.96,0,1,0,1,0,0,0,0,0
1918047,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/11/2016,4/13/2017,maza apmēra prasībā par naudas piedziņu,1817.19,1,0,0,1,0,0,0,0,0
1918055,28,Rēzeknes tiesa,100871,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),10/14/2016,4/4/2017,maza apmēra prasībā par naudas piedziņu,718.43,1,0,0,1,0,0,0,0,0
1918061,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260463,Pirmo reizi,7/11/2016,6/5/2017,par apsaimniekošanas un komunālo pakalpojumu parāda piedziņu,5088.78,1,0,0,1,1,0,0,0,0
1918078,34,Rīgas pilsētas Ziemeļu rajona tiesa,130877,Pirmo reizi,7/11/2016,4/19/2017,maza apmēra prasība par naudas piedziņu,408.27,1,0,0,2,3,0,0,0,0
1918080,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,090470,Pirmo reizi,7/11/2016,4/13/2017,maza apmēra prasībā par naudas piedziņu,1444.26,1,0,0,1,3,1,0,0,0
1918082,28,Rēzeknes tiesa,270766,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),9/20/2016,1/9/2017,maza apmēra prasībā par naudas piedziņu,1476.70,0,1,0,1,0,0,0,0,0
1918086,26,Rīgas pilsētas Latgales priekšpilsētas tiesa,260874,Pirmo reizi,7/11/2016,4/13/2017,maza apmēra prasībā par naudas piedziņu,866.58,1,0,0,1,0,0,0,0,0
1918101,10,Kuldīgas rajona tiesa,100370,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/1/2016,3/9/2017,zaudējumu piedziņa,3043.09,1,0,0,1,1,0,0,0,0
1918102,4,Bauskas rajona tiesa,221265,Pirmo reizi,7/11/2016,2/23/2017,maza apmēra prasība par naudas piedziņu,63.00,1,0,0,1,0,0,0,0,0
1918107,16,Limbažu rajona tiesa,161074,Pirmo reizi,7/8/2016,1/9/2017,maza apmēra prasība par parāda piedziņu,2399.30,1,0,0,1,0,0,0,0,0
1918110,29,Rīgas rajona tiesa,290771,Pēc piekritības no citas tiesas,9/16/2016,1/5/2017,maza apmēra prasība par naudas piedziņu,679.09,1,0,0,1,0,0,0,0,0
1918120,40,Valkas rajona tiesa,060159,Pirmo reizi,7/11/2016,2/6/2017,maza apmēra prasība par naudas piedziņu,620.59,1,0,0,1,0,0,0,0,0
1918122,22,Daugavpils tiesa,030860,CPL 32.1 panta kārtībā (ātrākas izskatīšanas nodrošināšanai),11/2/2016,4/6/2017,zaudējumu piedziņa,14949.85,0,1,0,1,2,1,0,0,0
1918123,4,Bauskas rajona tiesa,221265,Pirmo reizi,7/11/2016,5/23/2017,maza apmēra prasība par naudas piedziņu,490.00,1,0,0,1,0,0,0,0,0
